team_name,members
Wolfpack (Earth-616),"['Malcolm Brown (Earth-616)', 'Nico Wolinski (Earth-616)', 'Rafael Vega (Earth-616)', 'Samuel Weltschmerz (Earth-616)', 'Sharon (Wolfpack) (Earth-616)', 'Slag (Slagley) (Earth-616)']"
Butcher Squadron (Earth-616),"['Ballista Grim (Earth-616)', 'Ebony Maw (Earth-616)', 'Ferox (Earth-616)', ""Gh'Ree and R'Hos Blood (Earth-616)"", 'Infesti Macera (Earth-616)', 'Proxima Midnight (Earth-616)']"
Black Dragon Society (Earth-616),[]
Canadian Army (Earth-616),"['Costeau (Earth-616)', 'Frederick Hudson (Earth-616)', 'General Chasen (Earth-616)', 'Harry Tabeshaw (Earth-616)', 'James Howlett (Earth-616)', 'Link (Lieutenant)', 'Sergeant Doolin (Earth-616)', 'Silas Burr (Earth-616)']"
Special Task Force Omega Response Mandate (Earth-616),"['Lars Dinkelbach (Earth-616)', 'Samuel Merrick (Earth-616)']"
Alpha Squadron (Earth-616),"['Alani Ryan (Earth-616)', 'Andrea Margulies (Earth-616)', 'Jean-Paul Beaubier (Earth-616)', 'Lazaro Kotikash (Earth-616)', 'Paras Gavaskar (Earth-616)', 'Sarah Vale (Earth-616)', 'Victor Borkowski (Earth-616)', ""Xi'an Coy Manh (Earth-616)""]"
Gowanus Drawbridge Studio (Earth-616),[]
Savage Wolf Gang (Earth-616),[]
Grand Jhar (Earth-616),"[""C'efn (Earth-616)""]"
N'Step (Earth-616),['Johnny Waterlog (Earth-616)']
Seven Sons of Satan (Earth-616),[]
Frankish Empire,[]
Outcasts (Dark Dimension) (Earth-616),[]
Timely Inc. (Earth-616),[]
Hollow Men (Earth-616),[]
Young Allies (Modern) (Earth-616),"['Angelica Jones (Earth-616)', 'Anya Corazon (Earth-616)', 'Benito Serrano (Earth-616)', 'Greg Willis (Earth-616)', 'Rebecca Barnes (Heroes Reborn) (Earth-616)']"
Crusaders (Earth-616),"['Patrick Mason (Earth-616)', 'Roger Aubrey (Earth-616)', 'Roger Dicken (Earth-616)', 'Thomas Lovejoy (Earth-616)', 'Wendy Hunt (Earth-616)', 'William Nasland (Earth-616)']"
Lethal Legion (Porcupine) (Earth-616),"['Abner Jenkins (Earth-616)', 'Abraham Brown (Earth-616)', 'Alexander Gentry (Earth-616)', 'Arthur Nagan (Earth-616)', 'Attuma (Earth-616)', 'Brian Calusky (Earth-616)', 'David Cannon (Earth-616)', 'Dirk Garthwaite (Earth-616)', 'Georges Batroc (Earth-616)', ""Kurr'fri (Earth-616)"", 'Milos Masaryk (Earth-616)', 'Peter Petruski (Earth-616)', 'Thundra (Earth-715)', 'Victor Creed (Earth-616)']"
Patsy Walker Temp Agency (Earth-616),"['Bailey (Earth-616)', 'Federigo Ravina (Earth-616)', 'Ian Soo (Earth-616)', 'Jubilation Lee (Earth-616)', 'Patricia Walker (Earth-616)']"
Advanced Idea Mechanics (Earth-616),"['A-14 (Earth-616)', 'A.I.Monkeys (Earth-616)', 'Abu-Jamal Rodriguez (Earth-616)', ""Abyss (Ex Nihilo's) (Earth-616)"", 'Adam Blackveil (Earth-616)', 'Agent 17 (A.I.M.) (Earth-616)', 'Agent 66 (AIM) (Earth-616)', 'Agent 77 (AIM) (Earth-616)', 'Agent 94558 (A.I.Monkeys) (Earth-616)', 'Agent 9558 (A.I.Monkeys) (Earth-616)', 'Agent Anesthesia (Earth-616)', 'Agent Copernicus (Earth-616)', 'Agent Kepler (Earth-616)', 'Agent Larry (Earth-616)', 'Agent Newton (Earth-616)', 'Agent Planck (Earth-616)', 'Aikku Jokinen (Earth-616)', 'Aldo Zane (Earth-616)', 'Alessandro Brannex (Earth-616)', 'Alia Gregor (Earth-616)', 'Amber Silverstein (Earth-616)', 'Andrew Forson (Earth-616)', 'Anthony Davis (Earth-616)', 'Anthony Masters (Earth-616)', 'Anton Trask (Earth-616)', 'Arthur Shaman (Earth-616)', 'Ashcroft (A.I.M.) (Earth-616)', ""B'Tumba (Earth-616)"", 'Barbara Morse (Earth-616)', 'Baron Samedi (A.I.M.) (Earth-616)', 'Batch-13 (Earth-616)', 'Benjamin Abrams (Earth-616)', 'Bentley Wittman (Earth-616)', 'Bernard Worrell (Earth-616)', 'Betty Sumitro (Earth-616)', 'Betty Swanson (Earth-616)', 'Bill (A.I.M. Agent) (Earth-616)', 'Bob Dobalina (Earth-616)', 'Bornag Royale (Earth-616)', 'Brice Courtland (Earth-616)', 'Bridgette (Los Angeles) (Earth-616)', 'Brilliance (Justine) (Earth-616)', 'Broseph Simpkins the Seventh (Earth-616)', 'Bruiser (Mercenary) (Earth-616)', ""Bulldozer (M.O.D.O.K.'s Automaton) (Earth-616)"", 'Cache (Earth-616)', 'Carl Lombardi (Earth-616)', 'Carmilla Black (Earth-616)', 'Chet Madden (Earth-616)', 'Clete Billups (Earth-616)', 'Clinton McIntyre (Earth-616)', 'Clytemnestra Erwin (Earth-616)', 'Colin Forty-Four (Earth-616)', 'Colin Sixty (Earth-616)', 'Colin Thirty-Three (Earth-616)', 'Commander Cypher (Earth-616)', 'Cyborg (Earth-616)', 'D.C.1. (A.I.M.) (Earth-616)', 'Daniel Bannion (Earth-616)', 'David Garrett (Earth-616)', 'David Pennant (Earth-616)', 'Deidre Wentworth (Earth-616)', 'Delia Childress (Earth-616)', 'Dimitri Smirkov (Earth-616)', 'Doctor Udaku (Earth-616)', 'Donald Birch (Earth-616)', 'Doomsday Man (Earth-616)', 'Drake Previn (Earth-616)', 'Eden Fesi (Earth-616)', 'Edwin Booth (Earth-616)', 'Ellen Brandt (Earth-616)', 'Erika Benson (Earth-616)', 'Eugene Toussaint (Earth-616)', 'Evelyn Necker (Earth-616)', 'Ex Nihila (Earth-616)', 'Ex Nihilo (Earth-616)', 'Franklin Hall (Earth-616)', 'Garrison Kane (Earth-616)', 'Geoff Krubb (Earth-616)', 'George Clinton (Earth-616)', 'George Prufrock (Earth-616)', 'George Tarleton (Earth-616)', 'Ghost (Earth-616)', 'Grizzly (A.I.M.) (Earth-616)', 'Guardian (Robot) (Earth-616)', 'Harry Daze (Earth-616)', 'Helen Gable (Earth-616)', 'Henry Joern (Earth-616)', 'Herb Bannion (Earth-616)', 'High Technician (Earth-616)', 'Howard Duckson (Earth-791021)', 'Huang Qiaolian (Earth-616)', 'Hypertron 1.0 (Chester) (Earth-616)', 'Hyun Rahman (Earth-616)', 'Isabel Kane (Earth-616)', 'Jack Gowan (Earth-616)', 'Jae Hwa Kwak (Earth-616)', 'James Hendrickson (Earth-616)', 'Janet Galloway (Earth-616)', 'Jeanne Foucault (Earth-616)', 'Jessa Chen (Earth-616)', 'Jessica Drew (Earth-616)', 'Jethro Prufrock (Earth-616)', 'Johann Shmidt (Earth-616)', 'Jonathan Brace (Earth-616)', 'Julia Black (Earth-616)', 'Karl Steiner (Earth-616)', 'Kearson DeWitt (Earth-616)', 'Kerwin Korman (Earth-616)', 'Kevin Connor (Earth-616)', 'Kevin Leary (Earth-616)', 'Lars Branco (Earth-616)', 'Lyle Getz (Earth-616)', 'M.O.D.O.K. Superior (Earth-616)', 'Mad Thinker (Julius) (Earth-616)', 'Marcus Grantby-Fox (Earth-616)', 'Marcus Milton (Earth-13034)', 'Mark Macross (Earth-616)', 'Marvin Flumm (Earth-616)', 'Mathias Deeds (Earth-616)', 'Maxwell Mordius (Earth-616)', 'Maybelle Parker (Earth-616)', 'Mechanic (A.I.M.) (Earth-616)', 'Mecho-Assassin (Earth-616)', 'Michael Stockton (Earth-616)', 'Mindstorm (Earth-616)', 'Monica Rappaccini (Earth-616)', 'Mr. Crann (Earth-616)', 'Natalia Romanova (Earth-616)', 'Neena Thurman (Earth-616)', 'Nicholas Fury (Animatronic) (Earth-616)', 'Nikoleta Harrow (Earth-616)', 'Njeri Damphousse (Earth-616)', 'Norbert Ebersol (Earth-616)', 'Olinka Barankova (Earth-616)', 'Paragon (A.I.M.) (Earth-616)', 'Paul Allen (Earth-616)', 'Paul Duval (Earth-616)', 'Paul Winston (Earth-616)', 'Peggy Park (Earth-616)', 'Planetary Operational Defense System (Earth-616)', 'Planetary Operational Defense System 2 (Earth-616)', 'Professor Dalton (Earth-616)', 'Ralph Ryder (Earth-616)', 'Ramona Starr (Earth-616)', 'Redshirt (Earth-616)', 'Reginald Fisher (Earth-616)', 'Robert Jema (Earth-616)', 'Roberto Da Costa (Earth-616)', 'Roberto Kowalski (Earth-616)', 'Samuel Guthrie (Earth-616)', 'Sean Madigan (Earth-616)', 'Serene Miami (Earth-616)', 'Shang-Chi (Earth-616)', 'Sharon Carter (Earth-616)', 'Solemne Brannex (Earth-616)', 'Spymaster (Ted Calloway) (Earth-616)', 'Stephanie Gerard (Earth-616)', 'Storyteller (Gavin) (Earth-616)', 'Stryke (Earth-616)', 'Sub-Commander Blake (Earth-616)', 'Super-Adaptoid (Earth-616)', 'Terrance Hoffman (Earth-616)', 'Thaddeus Ross (Earth-616)', 'Theron Atlanta (Earth-616)', 'Thomas Bannion (Earth-616)', 'Thomas Lattimore (Earth-616)', 'Timothy Black (Earth-616)', 'Titanium Man (Matryoshka Drones) (Earth-616)', 'Ultra-Adaptoid (Earth-616)', 'Valdemar Tykkio (Earth-616)', 'Validator (Earth-616)', 'Venom (Symbiote) (Earth-616)', 'Victor Conrad (Earth-616)', 'Walking Stiletto (Earth-616)', 'Warbot (Earth-616)', 'Yagzan (Earth-616)', 'Yelena Belova (Earth-616)', 'Yorgon Tykkio (Earth-616)', 'File:Abrams (Earth-616) from Secret Avengers Vol 1 12.1 0001.png', 'File:Agent R-2 (Earth-616) from Captain America Vol 1 120 0001.jpg', 'File:Bernie (Earth-616) from Iron Man Vol 1 215 001.png', 'File:Doug from Avengers Vol 5 11 001.jpg', 'File:Gynt (Earth-616) from Warriors Three Vol 1 1 001.jpg', 'File:Jim from Inhumanity Vol 1 2 001.jpg', 'File:Karl (Earth-616) from Deadpool Black, White & Blood Vol 1 4 001.jpg', 'File:McCord (Quintronic Man) (Earth-616) from Incredible Hulk Vol 1 213 0001.jpg', 'File:Miriam (Earth-616) from Deadpool Black, White & Blood Vol 1 4 001.jpg', 'File:Ramos (Earth-616) from New Avengers - The Reunion Vol 1 1 001.png', 'File:Rilker (Earth-616).jpg', 'File:Ritter from Sabretooth and Mystique Vol 1 1 001.jpg', 'File:Skipper from Warriors Three Vol 1 1 001.jpg', 'File:Stetson (Quintronic Man) (Earth-616) from Incredible Hulk Vol 1 213 0001.jpg', 'File:Travis from Avengers Vol 5 11 001.jpg', 'File:VanDyke (Quintronic Man) (Earth-616) from Incredible Hulk Vol 1 213 0001.jpg', ""File:Wadlow (Earth-616) from Death's Head II Vol 2 7 0001.jpg""]"
X-Factor (Serval Industries) (Earth-616),"['Danger (Earth-616)', 'Douglas Ramsey (Earth-616)', 'Georgia Dakei (Earth-616)', 'Lorna Dane (Earth-616)', 'Pietro Maximoff (Earth-616)', 'Remy LeBeau (Earth-616)', 'Warlock (Technarch) (Earth-616)']"
Storm's Squad (Earth-616),['Nezhno Abidemi (Earth-616)']
Black Bunny Brigade (Earth-616),"[""Blackjack O'Hare (Earth-616)"", 'Otherone (Earth-616)']"
Troll Associates (Earth-616),"['Phay (Earth-616)', 'Phee (Earth-616)', 'Phelix (Earth-616)', 'Phiend (Earth-616)', 'Phit (Earth-616)', 'Phlegm (Earth-616)', 'Phlopp (Earth-616)', 'Phopp (Earth-616)', 'Phough (Earth-616)', 'Phumm (Earth-616)', 'Phy (Earth-616)']"
Brotherhood of Badoon (Earth-616),"['Brother Royal (Earth-616)', 'Brother Royale (Earth-616)', ""L'Matto (Earth-616)"", 'Manat (Earth-616)', 'Y-Gaaar (Earth-616)']"
Churoski Vory (Earth-616),[]
Power Pack (Earth-616),"['Alexander Power (Earth-616)', 'Alexander Power (Pseudoplasm) (Earth-616)', 'Franklin Richards (Earth-616)', 'Jack Power (Earth-616)', 'Julie Power (Earth-616)', 'Katherine Power (Earth-616)', 'Kofi Whitemane (Earth-616)', 'Smartship Friday (Earth-616)']"
Carter & Lombardo Ad Agency (Earth-616),[]
Alias Investigations (Earth-616),"['Jessica Jones (Earth-616)', 'Malcolm Powder (Earth-616)']"
Fantastic Three (Earth-616),"['Benjamin Grimm (Earth-616)', 'Jonathan Storm (Earth-616)', 'Lunella Lafayette (Earth-616)']"
Protectors (Life Foundation) (Earth-616),[]
Lost Souls (Earth-616),"['Desolation (Earth-616)', 'Dirge (Lost Souls) (Earth-616)', 'Lament (Earth-616)', 'Requiem (Neo) (Earth-616)']"
Alpha Flight (Space Program) (Earth-616),"[""A'di (Earth-616)"", 'Abigail Brand (Earth-616)', 'Ann Darnell (Earth-616)', 'Carol Danvers (Earth-616)', 'Dante Cruz (Earth-616)', 'Elizabeth Twoyoungmen (Earth-616)', 'Eugene Judd (Earth-616)', 'Gamma Flight (Alpha Flight Space Program) (Earth-616)', 'Glory (Alpha Cadets) (Earth-616)', 'Gwendolyn Kawasaki (Earth-616)', 'Henry Gyrich (Earth-616)', 'Itz (Earth-616)', 'James Darnell (Earth-616)', 'James Hudson (Earth-616)', 'Jeanne-Marie Beaubier (Earth-616)', 'Lira (Earth-616)', 'Michael Steel (Earth-616)', 'Michael Twoyoungmen (Earth-616)', 'Narya (Earth-616)', 'Romesh Dalton (Earth-616)', 'Simon Utrecht (Earth-616)', 'Tempest Bell (Earth-616)', 'Terry Friffton (Earth-616)', 'U-Foes (Earth-616)', 'Walter Langkowski (Earth-616)']"
X-Factor Investigations (Earth-616),"['Akihiro (Earth-616)', 'Alexander Summers (Earth-616)', 'Amazing Baby (Earth-616)', 'Armando Muñoz (Earth-616)', 'David Alleyne (Earth-616)', 'Gaveedra Seven (Mojoverse)', 'Guido Carosella (Earth-616)', 'James Madrox (Earth-616)', 'Jean-Paul Beaubier (Earth-616)', 'Jeanne-Marie Beaubier (Earth-616)', 'Julio Richter (Earth-616)', 'Layla Miller (Earth-616)', 'Longshot (Mojoverse)', 'Lorna Dane (Earth-616)', 'Monet St. Croix (Earth-616)', 'Pip Gofern (Earth-616)', 'Rachel Summers (Earth-811)', 'Rahne Sinclair (Earth-616)', 'Theresa Cassidy (Earth-616)', 'Tier Sinclair (Earth-616)', 'Trevor Hawkins (Earth-616)']"
Skrull Kill Krew (Earth-616),"['Delroy Garrett Jr. (Earth-616)', 'Heidi Sladkin (Earth-616)', 'Kimberly Dee (Earth-616)', 'Moonstomp (Earth-616)', 'Rob Fortune (Earth-616)', 'Ryder (Earth-616)']"
Wilders (Earth-616),[]
Canadian Ninja Syndicate (Earth-616),['Hijinx (Earth-616)']
Fearsome Four (Earth-616),"[""Frankenstein's Monster (Earth-616)"", 'Howard Duckson (Earth-791021)', 'Jennifer Walters (Earth-616)', 'Kyle Richmond (Earth-616)']"
Charniputra (Earth-616),['Kuyuk (Earth-616)']
Fascist Italy (Earth-616),['Benito Mussolini (Earth-616)']
Fujinet (Earth-616),"['Matsuko Ishii (Earth-616)', 'Saya Ishii (Earth-616)']"
Smashers (Earth-616),['Bullwhip Grogan (Earth-616)']
Bamula (Earth-616),['Conan (Earth-616)']
New Fantastic Four (Earth-616),"['Bruce Banner (Earth-616)', 'Daniel Ketch (Earth-616)', 'Franklin Richards (Earth-616)', 'James Howlett (Earth-616)', 'Peter Parker (Earth-616)', 'Sleepwalker (Earth-616)', 'Valeria Richards (Earth-616)']"
J. Mann Incorporated (Earth-616),['Jeff Mann (Earth-616)']
Ichiwa-kai (Earth-616),[]
Black Raiders (Earth-616),[]
Parliament of Pantheons (Earth-616),"['God of the Watch (Earth-616)', 'Lord Librarian (Earth-616)', 'Shadrak (Earth-616)']"
Death-Flight (Earth-616),['Warren Worthington III (Clone) (Earth-616)']
New Pride (Earth-616),"['Alex Wilder (Earth-616)', 'Carlos Cabrera (Earth-616)', 'Cletus Evans (Earth-616)', 'Cornell Stokes (Earth-616)', 'Dontrell Hamilton (Earth-616)', 'Mariah Dillard (Earth-616)', 'Scimitar (Earth-616)']"
Gene-Corp (Earth-616),"['Chief Engineer (Gene-Corp) (Earth-616)', 'Great One (Gene-Corp) (Earth-616)']"
Lizard People (Earth-616),['Zaurai (Earth-616)']
M-Branch (Earth-616),"['Bermuda Schwartz (Earth-616)', 'Kimberly Schau (Earth-616)', 'Lemuel Sullivan (Earth-616)', 'Matt Coris (Earth-616)', 'Roger Welton (Earth-616)', 'Ryan Laporto (Earth-616)', 'Victor Barlow (Earth-616)', 'William Read (Earth-616)']"
Ubermadchen (Earth-616),"['Axis Annie (Earth-616)', 'Fraulein Fatale (Earth-616)', 'Madame Mauser (Earth-616)', 'Penny Panzer (Earth-616)']"
Sword of Judgement (Earth-616),['Andrei Rostov (Agamemnon) (Earth-616)']
Child Hero Reconnaissance and Disruption Law Enforcement (Earth-616),"['Carolina Washington (Earth-616)', 'Jacob Oh (Earth-616)', 'Rina Patel (Earth-616)', 'Robert Baldwin (Earth-616)', 'Timothy Dugan (Earth-616)', 'Vance Astrovik (Earth-616)']"
Iceni (Earth-616),"['Annie Chapman (Earth-616)', 'Catherine Eddowes (Earth-616)', 'Elizabeth Stride (Earth-616)', 'Mary Ann Nichols (Earth-616)', 'Mary Jane Kelly (Earth-616)']"
Flower Cartel (Earth-616),['Meredith Milly (Earth-616)']
Invaders (WWII) (Earth-616),"['Aarkus (Earth-616)', 'Brian Falsworth (Earth-616)', 'Bruce Dickson (Earth-616)', 'Clare Gruler (Earth-616)', 'David Mitchell (Earth-616)', 'Fred Davis Jr. (Earth-616)', 'Gulliver Jones (Earth-616)', 'Gwendolyne Sabuki (Earth-616)', 'Jacqueline Falsworth (Earth-616)', 'James Buchanan Barnes (Earth-616)', 'James Montgomery Falsworth (Earth-616)', 'Jim Hammond (Earth-616)', 'Louise Grant (Earth-616)', 'Madeline Joyce (Earth-616)', 'Mark Todd (Earth-616)', 'Namor McKenzie (Earth-616)', 'Robert Frank (Earth-616)', 'Roger Aubrey (Earth-616)', 'Ryoko Sabuki (Earth-616)', 'Samuel Wilson (Earth-616)', 'Steven Rogers (Earth-616)', 'Thomas Raymond (Earth-616)', 'William Nasland (Earth-616)']"
Chosen (Earth-616),"['Jak (Earth-616)', 'Lev (Earth-616)', 'Palik (Earth-616)', 'Rask (Earth-616)', 'Robert Drake (Earth-616)', 'Seera (Earth-616)', 'Swen (Earth-616)']"
Clan Tatsu (Earth-616),"['Cyburai (Earth-616)', ""Die'ode (Earth-616)"", ""Elec'trix (Earth-616)"", ""Fu'se (Earth-616)"", 'Hiro (Cyburai) (Earth-616)', ""Katsu'ta'ro (Earth-616)"", ""Ko'ichi (Earth-616)"", ""Tatsu'o (Earth-616)"", 'Toshi (Earth-616)']"
Operation Firebird (Earth-616),"['Doctor Todd (Earth-616)', 'Ms. Vinegar (Earth-616)', 'Nero Smythe (Earth-616)', 'Oliver Kellog (Earth-616)', 'Semi-Automated Militia (Earth-616)']"
Project Gladiator (Earth-616),"['Barbara Morse (Earth-616)', 'Paul Allen (Earth-616)', 'Theodore Sallis (Earth-616)', 'Wilma Calvin (Earth-616)']"
Friends of Humanity (Earth-616),"['Agony (Symbiote) (Earth-616)', 'Arthur Krane (Earth-616)', 'Buck Cashman (Earth-616)', 'Donovan Zane (Earth-616)', 'Eli Hatcher (Earth-616)', 'Gemma Shin (Earth-616)', 'Graydon Creed (Earth-616)', 'Paul Stacy (Earth-616)', 'Peter Krane (Earth-616)', 'Phage (Symbiote) (Earth-616)', 'Riot VI (Earth-616)', 'Sebastion Gilberti (Earth-616)', 'W.C. Taylor (Earth-616)']"
Ricadonna's Rogues (Earth-616),"['Dan Springer (Earth-616)', 'Fera (Earth-616)', 'Jonathan Swift (Earth-616)', 'Kingsize (Earth-616)']"
Sapien League (Earth-616),"['Leper Queen (Earth-616)', 'Sebastion Gilberti (Earth-616)']"
Paragons Squad (Earth-616),"['Amara Aquilla (Earth-616)', 'Ben Hammil (Earth-616)', 'Dallas Gibson (Earth-616)', 'Hope Abbott (Earth-616)', 'Jessica Vale (Earth-616)', 'Mark Sheppard (Earth-616)', 'Megan Gwynn (Earth-616)', 'Nicholas Gleason (Earth-616)', 'Rahne Sinclair (Earth-616)']"
Red Brotherhood (Earth-616),"['Conan (Earth-616)', 'Ortho (Earth-616)', 'Valeria (Hyboria) (Earth-616)', 'Yasunga (Earth-616)']"
Alpha-Males (Earth-616),[]
Conservative Party (UK) (Earth-616),"['David Cameron (Earth-616)', 'James Jaspers (Earth-616)', 'Margaret Thatcher (Earth-616)', 'Nigel Orpington-Smythe (Earth-616)', 'Winston Churchill (Earth-616)']"
Young Avengers (Constructs) (Earth-616),"['Annie (Noh-Varr, Construct) (Earth-616)', 'Leah (Construct) (Earth-616)', 'Merree (Construct) (Earth-616)', 'Oubliette Midas (Construct) (Earth-616)', 'Patriot (Entity) (Earth-616)', 'Ultimate Nullifier (Construct) (Earth-616)']"
Bahamut Crime Syndicate (Earth-616),[]
Department of Unknown and Covert Knowledge (Earth-616),"['Ambassador (Earth-616)', 'Gulliver Jones (Earth-616)', 'Sam Pritchard (Earth-616)']"
Femme Fatales (Earth-616),"['Beatta Dubiel (Earth-616)', 'Danielle Forte (Earth-616)', 'Elizabeth Rawson (Earth-616)', 'Leeann Foreman (Earth-616)', 'Ophelia Sarkissian (Earth-616)', 'Sapphire Styx (Earth-616)']"
Killer Clowns (Earth-616),[]
Drug Enforcement Administration (Earth-616),"['Agent Henderson (Earth-616)', 'Agent Ortiz (Earth-616)', 'Chief Anders (Earth-616)', 'Esteban Morales (Earth-616)', 'Quincy Jefferson (Earth-616)']"
Spider Queens (Earth-616),[]
Bloodshadows (Earth-616),"['Chen (Bloodshadows) (Earth-616)', 'Cyrus Cutter (Earth-616)', 'Eric Brooks (Earth-616)', 'Glory Anah (Earth-616)', 'Hector (Bloodshadows) (Earth-616)']"
Grey Ridge Investments (Earth-616),"['Barry Gleason (Earth-616)', 'Manuela Calderon (Earth-616)']"
Euromind (Earth-616),['Agent Lancelot (Earth-616)']
Justice Warriors (Earth-616),[]
Tao (Earth-616),[]
Baseball Furies (Earth-616),[]
Heralds of Galactus (Earth-616),"['Air-Walker (Automaton) (Earth-616)', 'Alpha Ray (Earth-616)', 'Conner Sims (Earth-616)', 'Fallen One (Herald) (Earth-616)', 'Frankie Raye (Earth-616)', 'Gabriel Lan (Earth-616)', ""Galactus' Cat (Earth-616)"", 'Herald of Galactus (1582 AD) (Earth-616)', 'Jonathan Storm (Earth-616)', 'Lambda-Zero (Earth-616)', 'Morg (Earth-616)', 'Norrin Radd (Earth-616)', 'Praeter (Mike) (Earth-616)', 'Pyreus Kril (Earth-616)', 'Red Shift (Earth-616)', 'Suzi Endo (Earth-616)', 'Thor Odinson (Earth-616)', 'Tyros (Earth-616)']"
Auferstehungs Corps (Earth-616),"['Erlking (Earth-616)', 'Strega (Earth-616)']"
United States Secret Service (Earth-616),"['Charlie Fong (Earth-616)', 'Harry Carver (Earth-616)', 'Jim Wayne (Earth-616)', 'Kent Blake (Earth-616)', 'Mr. Kruger (Earth-616)', 'Rick Davis (Earth-616)']"
Keane Industries (Earth-616),"['Cal Collins (Earth-616)', 'Jonathan Walker (Earth-616)', 'Paul Keane (Earth-616)']"
Diskhord (Earth-616),[]
Greek Resistance (Earth-616),"['Michael Skouras (Earth-616)', 'Peter Kazantis (Earth-616)']"
Tandar-Kaans (Earth-616),[]
Death's Head Squadron (Nazi) (Earth-616),['Wolfgang von Strucker (Earth-616)']
Zefiro Clan (Earth-616),"['Boris Karela (Earth-616)', 'Cynthia von Doom (Earth-616)', 'Djordji Zindelo Hungaros (Earth-616)', 'Esmeralda Rosikon (Earth-616)', 'Oskar Rosikon (Earth-616)', 'Sofia Rosikon (Earth-616)', 'Valeria (Latverian) (Earth-616)', 'Victor von Doom (Earth-616)', 'Werner von Doom (Earth-616)']"
Coalition (Earth-616),"['Liam Fischer (Earth-616)', 'Nolan Kurtis (Earth-616)', 'Valeriy Vasson (Earth-616)']"
Steelgrave Crime Family (Earth-616),[]
Raiders (Chargazel) (Earth-616),[]
Martians (Nazi Impostors) (Earth-616),[]
Lords of the Splinter Realms (Earth-616),"['Brutus Klor (Earth-616)', ""D'Spayre (Earth-616)"", 'Dormammu (Earth-616)', 'Hades (Earth-616)', 'Haemovore Kings of the Outer Dark (Earth-616)', 'Hedron the Faceted (Earth-616)', 'High Seers of Nox (Earth-616)', 'Inanna (Earth-616)', 'Jimaine Szardos (Earth-616)', 'Malevolence (Earth-616)', 'Marduk Kurios (Earth-616)', 'Mephisto (Earth-616)', 'Molgotha (Earth-616)', 'Muranai (Earth-616)', 'Nightmare (Earth-616)', 'Phemous (Earth-616)', 'Plokta (Earth-616)', 'Siffror (Earth-616)', 'Skarabrous the Stalker (Earth-616)', 'Thog (Earth-616)', 'Umar (Earth-616)', 'Viliven (Earth-616)']"
Cabal (Namor's) (Earth-616),"['Corvus Glaive (Earth-616)', 'Maximus Boltagon (Earth-616)', 'Namor McKenzie (Earth-616)', 'Proxima Midnight (Earth-616)', 'Reed Richards (Earth-1610)', 'Thanos (Earth-616)', 'Tyros (Earth-13054)', 'Yabbat Ummon Turru (Earth-1365)']"
United Arab Emirates Armed Forces (Earth-616),[]
Future Foundation (Earth-616),"['Adolf Impossible (Earth-616)', 'Ahura Boltagon (Earth-616)', 'Alexander Power (Earth-616)', 'Arthur Maddicks (Earth-616)', 'Benjamin Grimm (Earth-616)', 'Bentley Wittman (Clone) (Earth-616)', 'Calvin Cooley (Earth-616)', 'Charles Cotta (Earth-616)', 'Darla Deering (Earth-616)', 'Draconus (Earth-616)', 'Franklin Richards (Earth-616)', 'Franklin Richards (Earth-10774)', 'Jennifer Walters (Earth-616)', 'Jonathan Storm (Earth-616)', 'Julie Power (Earth-616)', 'Korr (Moloid) (Earth-616)', 'Leech (Earth-616)', 'Luna Maximoff (Earth-616)', 'Lyja (Earth-616)', 'Medusalith Amaquelin (Earth-616)', 'Mik (Moloid) (Earth-616)', 'Nathaniel Richards (Earth-616)', 'Onome (Earth-616)', 'Peter Parker (Earth-616)', 'Reed Richards (Earth-616)', 'Scott Lang (Earth-616)', 'Susan Storm (Earth-616)', 'Tong (Moloid) (Earth-616)', 'Turg (Moloid) (Earth-616)', 'Valeria Richards (Earth-616)', 'Valeria Richards (Earth-10774)', 'Victor von Doom (Earth-616)', 'Vil (Earth-616)', 'Wu (Earth-616)']"
